volume,issn,id,type,pages,title,authors,number,url,year,doi
29,1573-1839,10.1007/s10956-019-09800-z,article,65--82,Exploring Force and Motion Concepts in Middle Grades Using Computational Modeling: a Classroom Intervention Study,"Osman Aksit, Eric N. Wiebe",1,https://doi.org/10.1007/s10956-019-09800-z,2020,10.1007/s10956-019-09800-z
29,1573-1839,10.1007/s10956-019-09801-y,article,53--64,Integrating Computational Thinking into Elementary Science Curriculum: an Examination of Activities that Support Students’ Computational Thinking in the Service of Disciplinary Learning,"Kevin P. Waterman, Lynn Goldsmith, Marian Pasquale",1,https://doi.org/10.1007/s10956-019-09801-y,2020,10.1007/s10956-019-09801-y
29,1573-1839,10.1007/s10956-019-09802-x,article,9--18,Computational Thinking Integration Patterns Along the Framework Defining Computational Thinking from a Disciplinary Perspective,"Irene Lee, Joyce Malyn-Smith",1,https://doi.org/10.1007/s10956-019-09802-x,2020,10.1007/s10956-019-09802-x
29,1573-1839,10.1007/s10956-019-09803-w,article,1--8,"Computational Thinking from a Disciplinary Perspective: Integrating Computational Thinking in K-12 Science, Technology, Engineering, and Mathematics Education","Irene Lee, Shuchi Grover, Fred Martin, Sarita Pillai, Joyce Malyn-Smith",1,https://doi.org/10.1007/s10956-019-09803-w,2020,10.1007/s10956-019-09803-w
29,1573-1839,10.1007/s10956-019-09804-9,article,83--100,C2STEM: a System for Synergistic Learning of Physics and Computational Thinking,"Nicole M. Hutchins, Gautam Biswas, Miklós Maróti, Ákos Lédeczi, Shuchi Grover, Rachel Wolf, Kristen Pilner Blair, Doris Chin, Luke Conlin, Satabdi Basu, Kevin McElhaney",1,https://doi.org/10.1007/s10956-019-09804-9,2020,10.1007/s10956-019-09804-9
29,1573-1839,10.1007/s10956-020-09812-0,article,19--34,Multiple Representations in Computational Thinking Tasks: A Clinical Study of Second-Grade Students,"Tamara J. Moore, Sean P. Brophy, Kristina M. Tank, Ruben D. Lopez, Amanda C. Johnston, Morgan M. Hynes, Elizabeth Gajdzik",1,https://doi.org/10.1007/s10956-020-09812-0,2020,10.1007/s10956-020-09812-0
29,1573-1839,10.1007/s10956-020-09831-x,article,482--498,TechCheck: Development and Validation of an Unplugged Assessment of Computational Thinking in Early Childhood Education,"Emily Relkin, Laura Ruiter, Marina Umaschi Bers",4,https://doi.org/10.1007/s10956-020-09831-x,2020,10.1007/s10956-020-09831-x
29,1573-1839,10.1007/s10956-020-09836-6,article,561--572,The Impact of STEM Attitude and Thinking Style on Computational Thinking Determined via Structural Equation Modeling,"Mustafa Sırakaya, Didem Alsancak Sırakaya, Özgen Korkmaz",4,https://doi.org/10.1007/s10956-020-09836-6,2020,10.1007/s10956-020-09836-6
29,1573-1839,10.1007/s10956-020-09855-3,article,785--796,Science Teachers’ Attitudes towards Computational Modeling in the Context of an Inquiry-Based Learning Module,"Elon Langbeheim, David Perl, Edit Yerushalmi",6,https://doi.org/10.1007/s10956-020-09855-3,2020,10.1007/s10956-020-09855-3
30,1573-1839,10.1007/s10956-020-09869-x,article,40--57,Working Together: Integrating Computational Modeling Approaches to Investigate Complex Phenomena,"Tom Bielik, Ehud Fonio, Ofer Feinerman, Ravit Golan Duncan, Sharona T. Levy",1,https://doi.org/10.1007/s10956-020-09869-x,2021,10.1007/s10956-020-09869-x
30,1573-1839,10.1007/s10956-020-09871-3,article,283--297,Computational Modeling of the Effects of the Science Writing Heuristic on Student Critical Thinking in Science Using Machine Learning,"Richard Lamb, Brian Hand, Amanda Kavner",2,https://doi.org/10.1007/s10956-020-09871-3,2021,10.1007/s10956-020-09871-3
30,1573-1839,10.1007/s10956-020-09892-y,article,484--495,Investigation of the Relationship Between Middle School Students’ Computational Thinking Skills and their STEM Career Interest and Attitudes Toward Inquiry,"Kevser Hava, Zeynep Koyunlu Ünlü",4,https://doi.org/10.1007/s10956-020-09892-y,2021,10.1007/s10956-020-09892-y
31,1573-1839,10.1007/s10956-021-09930-3,article,52--67,Affordances of Computational Models for English Learners in Science Instruction: Conceptual Foundation and Initial Inquiry,"Scott E. Grapin, Lorena Llosa, Alison Haas, Okhee Lee",1,https://doi.org/10.1007/s10956-021-09930-3,2022,10.1007/s10956-021-09930-3
31,1573-1839,10.1007/s10956-021-09938-9,article,153--165,Teachers’ Disciplinary Boundedness in the Implementation of Integrated Computational Modeling in Physics,"Rebecca Vieyra, Joshua Himmelsbach",2,https://doi.org/10.1007/s10956-021-09938-9,2022,10.1007/s10956-021-09938-9
31,1573-1839,10.1007/s10956-022-09961-4,article,372--385,Characterizing Students’ 4C Skills Development During Problem-based Digital Making,"Xiaojing Weng, Zhihao Cui, Oi-Lam Ng, Morris S. Y. Jong, Thomas K. F. Chiu",3,https://doi.org/10.1007/s10956-022-09961-4,2022,10.1007/s10956-022-09961-4
31,1573-1839,10.1007/s10956-022-09965-0,article,428--441,Algorithmic Explanations: an Unplugged Instructional Approach to Integrate Science and Computational Thinking,"Amanda Peel, Troy D. Sadler, Patricia Friedrichsen",4,https://doi.org/10.1007/s10956-022-09965-0,2022,10.1007/s10956-022-09965-0
31,1573-1839,10.1007/s10956-022-09967-y,article,461--472,"The Influence of Online STEM Education Camps on Students’ Self-Efficacy, Computational Thinking, and Task Value","Feng-Kuang Chiang, Yicong Zhang, Dan Zhu, Xiaojing Shang, Zhujun Jiang",4,https://doi.org/10.1007/s10956-022-09967-y,2022,10.1007/s10956-022-09967-y
31,1573-1839,10.1007/s10956-022-09989-6,article,730--746,Thinking Thru Making: Mapping Computational Thinking Practices onto Scientific Reasoning,"Colby Tofel-Grehl, Kristin A. Searle, Douglas Ball",6,https://doi.org/10.1007/s10956-022-09989-6,2022,10.1007/s10956-022-09989-6
32,1573-1839,10.1007/s10956-022-09996-7,article,96--110,Examining Science and Technology/Engineering Educators’ Views of Teaching Biomedical Concepts Through Physical Computing,"Tyler S. Love, Joshua P. Cysyk, Anilchandra Attaluri, Robert D. Tunks, Kevin Harter, Renee Sipos",1,https://doi.org/10.1007/s10956-022-09996-7,2023,10.1007/s10956-022-09996-7
32,1573-1839,10.1007/s10956-022-10004-1,article,26--44,Computational Thinking to Learn Environmental Sustainability: A Learning Progression,Dana Christensen,1,https://doi.org/10.1007/s10956-022-10004-1,2023,10.1007/s10956-022-10004-1
33,1573-1839,10.1007/s10956-023-10047-y,article,1--28,Thinking in Terms of Change over Time: Opportunities and Challenges of Using System Dynamics Models,"Emil Eidin, Tom Bielik, Israel Touitou, Jonathan Bowers, Cynthia McIntyre, Dan Damelin, Joseph Krajcik",1,https://doi.org/10.1007/s10956-023-10047-y,2024,10.1007/s10956-023-10047-y
32,1573-1839,10.1007/s10956-023-10049-w,article,607--628,Examining Student Testing and Debugging Within a Computational Systems Modeling Context,"Jonathan Bowers, Emanuel Eidin, Lynn Stephens, Linsey Brennan",4,https://doi.org/10.1007/s10956-023-10049-w,2023,10.1007/s10956-023-10049-w
32,1573-1839,10.1007/s10956-023-10052-1,article,778--792,Exploring Personality and Learning Motivation Influences on Students’ Computational Thinking Skills in Introductory Programming Courses,"Amanpreet Kaur, Kuljit Kaur Chahal",6,https://doi.org/10.1007/s10956-023-10052-1,2023,10.1007/s10956-023-10052-1
33,1573-1839,10.1007/s10956-023-10062-z,article,228--250,Employing a Groundwater Contamination Learning Experience to Build Proficiency in Computational Modeling for Socioscientific Literacy,"Beth A. Covitt, Kristin L. Gunckel, Alan Berkowitz, William W. Woessner, John Moore",2,https://doi.org/10.1007/s10956-023-10062-z,2024,10.1007/s10956-023-10062-z
32,1573-1839,10.1007/s10956-023-10072-x,article,773--777,Teaching and Assessing Thinking Skills and Applying Educational Technologies in Higher Education,"Yehudit Judy Dori, Rea Lavi",6,https://doi.org/10.1007/s10956-023-10072-x,2023,10.1007/s10956-023-10072-x
33,1573-1839,10.1007/s10956-023-10080-x,article,143--155,Comparing Optimization Practices Across Engineering Learning Contexts Using Process Data,"Jennifer L. Chiu, James P. Bywater, Tugba Karabiyik, Alejandra Magana, Corey Schimpf, Ying Ying Seah",1,https://doi.org/10.1007/s10956-023-10080-x,2024,10.1007/s10956-023-10080-x
33,1573-1839,10.1007/s10956-023-10089-2,article,365--382,Adaptation of the Computational Thinking Skills Assessment Tool (TechCheck-K) in Early Childhood,"Şermin Metin, Mehmet Başaran, Merve Yıldırım Seheryeli, Emily Relkin, Damla Kalyenci",3,https://doi.org/10.1007/s10956-023-10089-2,2024,10.1007/s10956-023-10089-2
33,1573-1839,10.1007/s10956-024-10095-y,article,444--461,Precipitating Change: Integrating Computational Thinking in Middle School Weather Forecasting,"Nanette I. Marcum-Dietrich, Meredith Bruozas, Rachel Becker-Klein, Emily Hoffman, Carolyn Staudt",4,https://doi.org/10.1007/s10956-024-10095-y,2024,10.1007/s10956-024-10095-y
33,1573-1839,10.1007/s10956-024-10130-y,article,867--891,Improving 6th Grade Students’ Creative Problem Solving Skills Through Plugged and Unplugged Computational Thinking Approaches,"Aydan AYTEKİN, Mustafa Sami TOPÇU",6,https://doi.org/10.1007/s10956-024-10130-y,2024,10.1007/s10956-024-10130-y
,1573-1839,10.1007/s10956-024-10134-8,article,,An Integrative Review with Word Cloud Analysis of STEM Education,"Wen-Song Su, Ching-Yi Chang",,https://doi.org/10.1007/s10956-024-10134-8,2024,10.1007/s10956-024-10134-8
33,1573-1839,10.1007/s10956-024-10142-8,article,998--1020,Computational Concepts and their Assessment in Preschool Students: An Empirical Study,"Marcos Jiménez, María Zapata-Cáceres, Marcos Román-González, Gregorio Robles, Jesús Moreno-León, Estefanía Martín-Barroso",6,https://doi.org/10.1007/s10956-024-10142-8,2024,10.1007/s10956-024-10142-8
34,1573-1839,10.1007/s10956-024-10145-5,article,45--57,Assessing Teachers’ Knowledge of How to Use Computer Programming in Science and Technology Education,"Niklas Karlsen, Ellen Karoline Henriksen, Katarina Pajchel",1,https://doi.org/10.1007/s10956-024-10145-5,2025,10.1007/s10956-024-10145-5
34,1573-1839,10.1007/s10956-024-10149-1,article,73--87,"“Effects of Educational Robotics on Kindergarteners’ Collaboration, Communication, Critical Thinking, and Creativity: A Meta-Analysis”","Theodosios Sapounidis, Sophia Rapti, Julie Vaiopoulou",1,https://doi.org/10.1007/s10956-024-10149-1,2025,10.1007/s10956-024-10149-1
,1573-1839,10.1007/s10956-024-10185-x,article,,Characterizing Natural Selection Contextual Transfer with Epistemic Network Analysis: A Case for Unplugged Computational Thinking,"Amanda Peel, Golnaz Arastoopour Irgens",,https://doi.org/10.1007/s10956-024-10185-x,2024,10.1007/s10956-024-10185-x
,1573-1839,10.1007/s10956-024-10192-y,article,,"Computational Thinking in Science Laboratories Based on the Flipped Classroom Model: Computational Thinking, Laboratory Entrepreneurial and Attitude","Uğur Sari, Alperen Ulusoy, Hüseyin Miraç Pektaş",,https://doi.org/10.1007/s10956-024-10192-y,2025,10.1007/s10956-024-10192-y
,1573-1839,10.1007/s10956-025-10208-1,article,,Competent but Anxious Smart Greenhouse Makers: Findings from a Physical Computing Project,"Yihong Cheng, Xingyao Xiao, David Jackson, Sheikh Ahmad Shah, Fahd Abdus-Sabur, Avneet Hira, Helen Zhang, Michael Barnett",,https://doi.org/10.1007/s10956-025-10208-1,2025,10.1007/s10956-025-10208-1
,1573-1839,10.1007/s10956-025-10215-2,article,,Design-Based STEM Activities in Teacher Education and Its Effect on Pre-service Science Teachers’ Design Thinking Skills,Akça Okan Yüksel,,https://doi.org/10.1007/s10956-025-10215-2,2025,10.1007/s10956-025-10215-2
33,1467-9981,10.1007/s11016-024-01009-0,article,443--446,"Exploring computational theories of mind, algorithms, and computations",Jordan Dopkins,3,https://doi.org/10.1007/s11016-024-01009-0,2024,10.1007/s11016-024-01009-0
31,1572-8641,10.1007/s11023-020-09545-4,article,75--98,"Descriptive Complexity, Computational Tractability, and the Logical and Cognitive Foundations of Mathematics",Markus Pantsar,1,https://doi.org/10.1007/s11023-020-09545-4,2021,10.1007/s11023-020-09545-4
34,1572-8641,10.1007/s11023-023-09630-4,article,93--116,Informational Equivalence but Computational Differences? Herbert Simon on Representations in Scientific Practice,David Waszek,1,https://doi.org/10.1007/s11023-023-09630-4,2024,10.1007/s11023-023-09630-4
33,1572-8641,10.1007/s11023-023-09635-z,article,321--345,The Puzzling Resilience of Multiple Realization,"Thomas W. Polger, Lawrence A. Shapiro",2,https://doi.org/10.1007/s11023-023-09635-z,2023,10.1007/s11023-023-09635-z
35,1572-8641,10.1007/s11023-025-09719-y,article,19,Moor’s ‘Are There Decisions Computers Should Never Make?’,Deborah G. Johnson,2,https://doi.org/10.1007/s11023-025-09719-y,2025,10.1007/s11023-025-09719-y
62,1573-1871,10.1007/s11024-024-09530-6,article,611--634,The Persistence of Gender Inequality in e-Science: The Case of eSec,Öznur Karakaş,4,https://doi.org/10.1007/s11024-024-09530-6,2024,10.1007/s11024-024-09530-6
29,1572-8153,10.1007/s11036-024-02352-6,article,922--934,Cost-efficient Hierarchical Federated Edge Learning for Satellite-terrestrial Internet of Things,"Xintong Pei, Zhenjiang Zhang, Yaochen Zhang",3,https://doi.org/10.1007/s11036-024-02352-6,2024,10.1007/s11036-024-02352-6
82,1573-7721,10.1007/s11042-023-15257-5,article,43865--43881,A survey on improvement of Mahalanobis Taguchi system and its application,"Li Mei Tan, Wan Zuki Azman Wan Muhamad, Zainor Ridzuan Yahya, Ahmad Kadri Junoh, Nor Hizamiyani Abdul Azziz, Faizir Ramlie, Nolia Harudin, Mohd Yazid Abu, Xiao Jian Tan",28,https://doi.org/10.1007/s11042-023-15257-5,2023,10.1007/s11042-023-15257-5
83,1573-7721,10.1007/s11042-023-17756-x,article,57685--57708,PlutoAR: a scalable marker-based augmented reality application for interactive and inclusive education,"Ajaya Kumar Dash, Santosh Kumar Behera, Debi Prosad Dogra",19,https://doi.org/10.1007/s11042-023-17756-x,2024,10.1007/s11042-023-17756-x
83,1573-7721,10.1007/s11042-023-18016-8,article,69467--69488,Construction of a thinking model for Literary Writing based on Deep Spatio-Temporal Residual Convolutional Neural Networks,Xiaoyang Ren,27,https://doi.org/10.1007/s11042-023-18016-8,2024,10.1007/s11042-023-18016-8
83,1573-7721,10.1007/s11042-024-18320-x,article,77617--77637,A regularization based simple shallow perceptron network for detection of fake news in social networks,"S. P. Ramya, R. Eswari",32,https://doi.org/10.1007/s11042-024-18320-x,2024,10.1007/s11042-024-18320-x
83,1573-7721,10.1007/s11042-024-18329-2,article,73923--73956,An efficient semi-dynamic ensemble pruning method for facial expression recognition,"Danyang Li, Guihua Wen, Zhuhong Zhang",30,https://doi.org/10.1007/s11042-024-18329-2,2024,10.1007/s11042-024-18329-2
83,1573-7721,10.1007/s11042-024-18523-2,article,76267--76300,"A comprehensive review on computational techniques for breast cancer: past, present, and future","Kamakshi Rautela, Dinesh Kumar, Vijay Kumar",31,https://doi.org/10.1007/s11042-024-18523-2,2024,10.1007/s11042-024-18523-2
83,1573-7721,10.1007/s11042-024-19917-y,article,85523--85574,An Extended-Isomap for high-dimensional data accuracy and efficiency: a comprehensive survey,"Mahwish Yousaf, Muhammad Saadat Shakoor Khan, Shamsher Ullah",38,https://doi.org/10.1007/s11042-024-19917-y,2024,10.1007/s11042-024-19917-y
42,1573-0859,10.1007/s11049-023-09578-1,article,1191--1232,Weak determinism and the computational consequences of interaction,"Eric Meinhardt, Anna Mai, Eric Baković, Adam McCollum",3,https://doi.org/10.1007/s11049-023-09578-1,2024,10.1007/s11049-023-09578-1
51,1588-2810,10.1007/s11059-024-00743-y,article,117--126,"The time of data. theoretical thinking, statistical thinking",Alexandre Gefen,1,https://doi.org/10.1007/s11059-024-00743-y,2024,10.1007/s11059-024-00743-y
54,1573-773X,10.1007/s11063-021-10733-1,article,2339--2362,Weakly Supervised Segmentation Loss Based on Graph Cuts and Superpixel Algorithm,"Mingchun Li, Dali Chen, Shixin Liu",3,https://doi.org/10.1007/s11063-021-10733-1,2022,10.1007/s11063-021-10733-1
57,1573-773X,10.1007/s11063-024-11709-7,article,2,Continual Learning in Medicine: A Systematic Literature Review,"Pierangela Bruno, Alessandro Quarta, Francesco Calimeri",1,https://doi.org/10.1007/s11063-024-11709-7,2025,10.1007/s11063-024-11709-7
106,1573-269X,10.1007/s11071-021-06836-y,article,1525--1555,Advances in the computational analysis of SARS-COV2 genome,"J. A. Tenreiro Machado, J. M. Rocha-Neves, Filipe Azevedo, J. P. Andrade",2,https://doi.org/10.1007/s11071-021-06836-y,2021,10.1007/s11071-021-06836-y
